instance_id,pair_id,text1_lang,text2_lang,text1,text2,reverse_pair_id,label
dico_phrasis_0000022__eu-eu__forward,dico_phrasis_0000022,eu,eu,Ontzia,Australiako ontzia,dico_phrasis_0000022__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000022__eu-eu__reverse,dico_phrasis_0000022,eu,eu,Australiako ontzia,Ontzia,dico_phrasis_0000022__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000024__eu-eu__forward,dico_phrasis_0000024,eu,eu,suntsitu,suntsitzean,dico_phrasis_0000024__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000024__eu-eu__reverse,dico_phrasis_0000024,eu,eu,suntsitzean,suntsitu,dico_phrasis_0000024__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000028__eu-eu__forward,dico_phrasis_0000028,eu,eu,proposamena,planerako,dico_phrasis_0000028__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000028__eu-eu__reverse,dico_phrasis_0000028,eu,eu,planerako,proposamena,dico_phrasis_0000028__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000036__eu-eu__forward,dico_phrasis_0000036,eu,eu,Australiako lehen ministro gisa,Australiako lehen ministro berri gisa,dico_phrasis_0000036__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000036__eu-eu__reverse,dico_phrasis_0000036,eu,eu,Australiako lehen ministro berri gisa,Australiako lehen ministro gisa,dico_phrasis_0000036__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000040__eu-eu__forward,dico_phrasis_0000040,eu,eu,polizia,Turkiako polizia,dico_phrasis_0000040__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000040__eu-eu__reverse,dico_phrasis_0000040,eu,eu,Turkiako polizia,polizia,dico_phrasis_0000040__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000041__eu-eu__forward,dico_phrasis_0000041,eu,eu,ur-kanoia,"gas negar-eragilea, ur-kanoia",dico_phrasis_0000041__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000041__eu-eu__reverse,dico_phrasis_0000041,eu,eu,"gas negar-eragilea, ur-kanoia",ur-kanoia,dico_phrasis_0000041__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000054__eu-eu__forward,dico_phrasis_0000054,eu,eu,Benghazikoa,Benghazin,dico_phrasis_0000054__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000054__eu-eu__reverse,dico_phrasis_0000054,eu,eu,Benghazin,Benghazikoa,dico_phrasis_0000054__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000056__eu-eu__forward,dico_phrasis_0000056,eu,eu,irismen laburreko 30 misil,irismen laburreko misilak,dico_phrasis_0000056__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000056__eu-eu__reverse,dico_phrasis_0000056,eu,eu,irismen laburreko misilak,irismen laburreko 30 misil,dico_phrasis_0000056__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000057__eu-eu__forward,dico_phrasis_0000057,eu,eu,Gurutzadunen gaztelua,Gurutzadunen gaztelu historikoa,dico_phrasis_0000057__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000057__eu-eu__reverse,dico_phrasis_0000057,eu,eu,Gurutzadunen gaztelu historikoa,Gurutzadunen gaztelua,dico_phrasis_0000057__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000060__eu-eu__forward,dico_phrasis_0000060,eu,eu,Bost pertsona,bost gizon,dico_phrasis_0000060__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000060__eu-eu__reverse,dico_phrasis_0000060,eu,eu,bost gizon,Bost pertsona,dico_phrasis_0000060__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000074__eu-eu__forward,dico_phrasis_0000074,eu,eu,epailea,AEBetako epailea,dico_phrasis_0000074__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000074__eu-eu__reverse,dico_phrasis_0000074,eu,eu,AEBetako epailea,epailea,dico_phrasis_0000074__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000083__eu-eu__forward,dico_phrasis_0000083,eu,eu,Kanada,Kanadako gobernua,dico_phrasis_0000083__eu-eu__reverse,BACKWARD_ENTAILMENT
dico_phrasis_0000083__eu-eu__reverse,dico_phrasis_0000083,eu,eu,Kanadako gobernua,Kanada,dico_phrasis_0000083__eu-eu__forward,FORWARD_ENTAILMENT
dico_phrasis_0000084__eu-eu__forward,dico_phrasis_0000084,eu,eu,petrolio-hodia,petrolio-hodi polemikoa,dico_phrasis_0000084__eu-eu__reverse,BACKWARD_ENTAILMENT
